Event,Year,Overall Position,Rider,Race Style,Cap,Gender,Result,Nationality,Bike,Finish Time,Finish Time - Minutes,Notes
Transcontinental Race 2019,2019,—,Lauren Rochette,SOLO,,MEN,SCRATCHED,Belgium,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Sjoerd Rep,PAIR,,MEN,FINISHED,Netherlands,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Martijn Meijer,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Mike Cannon,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Daniel Welch,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Ian Appleby,PAIR,,MEN,SCRATCHED,UK,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,John Holden,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Peter Tannenberger,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Christian Schaefer,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Zoran Bartek,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Michal Benes,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Christopher Grundberg,PAIR,,MEN,SCRATCHED,USA,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Ross Lovell,PAIR,,MEN,SCRATCHED,UK,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Leighn Csontos Chambers,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Carolyn Gaunt,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Sharon Calton,PAIR,,WOMEN,FINISHED,UK,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Chris Bower,PAIR,,MEN,FINISHED,UK,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Connie Etter,PAIR,,WOMEN,SCRATCHED,USA,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Brent Olson,PAIR,,MEN,SCRATCHED,USA,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Peter Canelle-Dance,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Cat Karalis,PAIR,,WOMEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Marie Lou Vanassche,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Els De Clercq,PAIR,,WOMEN,FINISHED,BELGIUM,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Gary Boyd,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Transcontinental Race 2019,2019,—,Zach Warren,PAIR,,MEN,FINISHED,UK,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Wilson Da Silva Oliveira,SOLO,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Emilio Corrochano,SOLO,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Sascha Leitzke,SOLO,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Gary Nicholson,SOLO,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Stefan Slegl,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
TransIbérica 2019,2019,—,Sandra Rosgalla,PAIR,,WOMEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Pamela Cepparulo,SOLO,,WOMEN,SCRATCHED,Italy,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Mary Mackay,SOLO,,WOMEN,SCRATCHED,UK,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Colin Addison,SOLO,,MEN,SCRATCHED,UK,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Salvatore Marrone,SOLO,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Rob Gardiner,SOLO,,MEN,SCRATCHED,UK,TRADITIONAL_GEARED,,,—
Two Volcano Sprint 2019,2019,—,Sergio Punzi,PAIR,,MEN,SCRATCHED,,TRADITIONAL_GEARED,,,—
Tour Divide 2019,2019,—,Doug Folk,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Jim Morrell,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,John Schilling,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Stefano Tomasello,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Martyn Gibbons,SOLO,,MEN,SCRATCHED,UK,,,,—
Tour Divide 2019,2019,—,Jennifer Hanson,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Lars Hausken,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Jason Hanson,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Sheli Thomas,SOLO,,WOMEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Eleanor Christopher,SOLO,,WOMEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Ralph Karsten,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Nico Deportago-Cabrera,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Lael Wilcox,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Alex Modell,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,John Girmsey Jr,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Larry Goodman,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Peter Puenner,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Clinton Channell,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Kent Murphy,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Hannah Dhonau,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Josh Taylor,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Doug Cullins,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Marcel Besemer,SOLO,,MEN,SCRATCHED,NETHERLANDS,,,,—
Tour Divide 2019,2019,—,Francis Sutherland,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Alex Bostic,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Sofiane Sehili,SOLO,,MEN,SCRATCHED,UK,,,,—
Tour Divide 2019,2019,—,Shaun Madley,SOLO,,MEN,SCRATCHED,NEW ZEALAND,,,,—
Tour Divide 2019,2019,—,Randy Neill,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Mike Enfield,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Greg Brown,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Nate Cross,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Evan Deutsch,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Carolyn Franzone,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Ken Olson,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Ken Waring,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Ryan Eddingfield,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Aaron Hall,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Kyle Lagemann,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Janie Hayes,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Greg Litus,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Dylan Gonda,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Mark Carter,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Tim King,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Joe Johnson,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,David Wicks,SOLO,,MEN,SCRATCHED,NEW ZEALAND,,,,—
Tour Divide 2019,2019,—,Michael Grosso,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Mike Jolly,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Rick Hays,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Joseph Ruffino,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Gary Fondren,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Jason Kiefer,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Adam Hoffman,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Dylan Morton,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Andreas Hitzler,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Randall Riecker,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Lewis Brocklehurst,SOLO,,MEN,SCRATCHED,AUSTRALIA,,,,—
Tour Divide 2019,2019,—,Andrew Hunt,SOLO,,MEN,SCRATCHED,SOUTH AFRICA,,,,—
Tour Divide 2019,2019,—,Tim Glover,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Rod Hunt,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Aaron Denberg,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Erick Armentrout,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Jeff Cullum,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Lucas Kindervater,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Robert Eiserman,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,William Littmann,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Johanna Ficatier,SOLO,,WOMEN,SCRATCHED,FRANCE,,,,—
Tour Divide 2019,2019,—,Graham Suffield,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Simone Bailey,SOLO,,WOMEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Bart Slotman,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Peter Blum,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Troy Cowin,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Josh Kato,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Shelley Nolan,SOLO,,WOMEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Thad Fitzgerald,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Jeff Oakey,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Dave Stowe,SOLO,,MEN,SCRATCHED,CANADA,,,,—
Tour Divide 2019,2019,—,Scott Ruff,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Kirra Dyer,SOLO,,WOMEN,SCRATCHED,AUSTRALIA,,,,—
Tour Divide 2019,2019,—,Justin Heckman,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Ignazio Brucato,SOLO,,MEN,SCRATCHED,ITALY,,,,—
Tour Divide 2019,2019,—,Pat Adrian,SOLO,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Andrew Castle,PAIR,,MEN,SCRATCHED,USA,,,,—
Tour Divide 2019,2019,—,Sam Robinson,PAIR,,MEN,SCRATCHED,USA,,,,—
Monaro Cloudride Prologue 2020,2020,1,Anthony Newman,SOLO,,MEN,FINISHED,Australia,,1d 3h 23m,1643,1d 3h 23m
Monaro Cloudride Prologue 2020,2020,1,Sebastian Wende,SOLO,,MEN,FINISHED,Australia,,1d 3h 23m,1643,1d 3h 23m
Monaro Cloudride Prologue 2020,2020,3,Trevor Spencer,SOLO,,MEN,FINISHED,Australia,,1d 3h 38m,1658,1d 3h 38m
Monaro Cloudride Prologue 2020,2020,4,Paul Brodie,SOLO,,MEN,FINISHED,Australia,,1d 7h 35m,1895,1d 7h 35m
Monaro Cloudride Prologue 2020,2020,—,Frank Zeller,ITT,,MEN,FINISHED,Australia,,1d 11h 2m,2102,1d 11h 2m
Monaro Cloudride Prologue 2020,2020,5,Jonas Anderberg,SOLO,,MEN,FINISHED,Australia,,1d 11h 7m,2107,1d 11h 7m
Monaro Cloudride Prologue 2020,2020,6,Simon Vanderstadt,SOLO,,MEN,FINISHED,Australia,,1d 12h 7m,2167,1d 12h 7m
Monaro Cloudride Prologue 2020,2020,7,Rowan McMurray,SOLO,,MEN,FINISHED,Australia,,1d 15h 6m,2346,1d 15h 6m
Monaro Cloudride Prologue 2020,2020,8,Oliver Murray,SOLO,,MEN,FINISHED,Australia,,1d 18h 2m,2522,1d 18h 2m
Badlands 2020,2020,1,Lachlan Morton,SOLO,,MEN,FINISHED,Australia,TRADITIONAL_GEARED,1d 19h 50m,2630,1d 19h 50m
Monaro Cloudride Prologue 2020,2020,9,Ross Hamilton,SOLO,,MEN,FINISHED,Australia,,1d 20h 48m,2688,1d 20h 48m
Dales Divide 2020,2020,1,Alex Pilkington,SOLO,,MEN,FINISHED,UK,,1d 23h 9m,2829,1d 23h 9m
Badlands 2020,2020,1,David Rovira,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 0h 0m,2880,2d 0h 0m
Monaro Cloudride Prologue 2020,2020,10,Bryce England,SOLO,,MEN,FINISHED,Australia,,2d 1h 52m,2992,2d 1h 52m
Dales Divide 2020,2020,2,Mark Wildsmith,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 3h 52m,3112,2d 3h 52m
Two Volcano Sprint 2020,2020,1,Ulrich Bartholmös,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,2d 4h 53m,3173,2d 4h 53m
Bohemia Divide 2020,2020,1,Martin Střelka,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 6h 47m,3287,2d 6h 47m
Two Volcano Sprint 2020,2020,2,Sofiane Sehili,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,2d 7h 13m,3313,2d 7h 13m
Dales Divide 2020,2020,3,Jordan Matthews,SOLO,,MEN,FINISHED,UK,,2d 7h 19m,3319,2d 7h 19m
Dales Divide 2020,2020,4,John Allan,SOLO,,MEN,FINISHED,UK,,2d 7h 47m,3347,2d 7h 47m
Two Volcano Sprint 2020,2020,3,Omar Di Felice,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,2d 7h 49m,3349,2d 7h 49m
Dales Divide 2020,2020,5,Steve Chapman,SOLO,,MEN,FINISHED,UK,,2d 8h 0m,3360,2d 8h 0m
Dales Divide 2020,2020,6,Isaac Hudson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 8h 47m,3407,2d 8h 47m
Monaro Cloudride Prologue 2020,2020,11,Ivars Reinfelds,SOLO,,MEN,FINISHED,Australia,,2d 9h 2m,3422,2d 9h 2m
Dales Divide 2020,2020,7,Steve Large,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 9h 10m,3430,2d 9h 10m
Bohemia Divide 2020,2020,2,Radek Musil,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,2d 10h 3m,3483,2d 10h 3m
Dales Divide 2020,2020,8,Mike DeBernardo,SOLO,,MEN,FINISHED,United Kingdom,,2d 10h 34m,3514,2d 10h 34m
Monaro Cloudride Prologue 2020,2020,12,Phil Mathewson,SOLO,,MEN,FINISHED,Australia,,2d 10h 48m,3528,2d 10h 48m
Dales Divide 2020,2020,9,Tim Roberts,SOLO,,MEN,FINISHED,United Kingdom,,2d 11h 0m,3540,2d 11h 0m
Badlands 2020,2020,2,Hayden McCormick,SOLO,,MEN,FINISHED,New Zealand,TRADITIONAL_GEARED,2d 11h 3m,3543,2d 11h 3m
Monaro Cloudride Prologue 2020,2020,13,Peter Gargano,SOLO,,MEN,FINISHED,Australia,,2d 11h 21m,3561,2d 11h 21m
Dales Divide 2020,2020,10,Dan Golob,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 11h 30m,3570,2d 11h 30m
Two Volcano Sprint 2020,2020,4,Cristian Auriemma,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,2d 11h 54m,3594,2d 11h 54m
Dales Divide 2020,2020,11,Paul Sweet,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 12h 5m,3605,2d 12h 5m
Monaro Cloudride Prologue 2020,2020,14,Jonathan Milford,SOLO,,MEN,FINISHED,Australia,,2d 12h 18m,3618,2d 12h 18m
Dales Divide 2020,2020,12,Angus Buchanan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 12h 39m,3639,2d 12h 39m
Race Around Rwanda 2020,2020,1,Ultan Coyle,SOLO,,MEN,FINISHED,Ireland,TRADITIONAL_GEARED,2d 12h 40m,3640,2d 12h 40m
Dales Divide 2020,2020,13,Ian MacNab,SOLO,,MEN,FINISHED,UK,,2d 12h 41m,3641,2d 12h 41m
Dales Divide 2020,2020,14,Andy Deacon,SOLO,,MEN,FINISHED,UK,,2d 12h 45m,3645,2d 12h 45m
Monaro Cloudride Prologue 2020,2020,15,Josh Brearley,SOLO,,MEN,FINISHED,Australia,,2d 12h 53m,3653,2d 12h 53m
Two Volcano Sprint 2020,2020,5,Kim Raeymaekers,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,2d 12h 55m,3655,2d 12h 55m
Two Volcano Sprint 2020,2020,6,Lukas Neubeck,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 12h 57m,3657,2d 12h 57m
Bohemia Divide 2020,2020,3,Petr Novák,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 13h 16m,3676,2d 13h 16m
Badlands 2020,2020,1,Ricard Calmet,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 13h 27m,3687,2d 13h 27m
Monaro Cloudride Prologue 2020,2020,16,Tinderry Trail Angels,PAIR,,MEN,FINISHED,Australia,,2d 13h 34m,3694,2d 13h 34m
Monaro Cloudride Prologue 2020,2020,17,Dante Apolinar,SOLO,,MEN,FINISHED,Australia,,2d 13h 49m,3709,2d 13h 49m
Two Volcano Sprint 2020,2020,7,Manuel Truccolo,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,2d 14h 57m,3777,2d 14h 57m
Dales Divide 2020,2020,15,Harry Whiles,SOLO,,MEN,FINISHED,UK,,2d 15h 7m,3787,2d 15h 7m
Dales Divide 2020,2020,16,Pete Aylward,SOLO,,MEN,FINISHED,UK,,2d 15h 32m,3812,2d 15h 32m
Two Volcano Sprint 2020,2020,1,Clément Mahé,PAIR,,MEN,FINISHED,France,TRADITIONAL_GEARED,2d 15h 45m,3825,2d 15h 45m
Two Volcano Sprint 2020,2020,1,Jordan Gueguen,PAIR,,MEN,FINISHED,France,TRADITIONAL_GEARED,2d 15h 49m,3829,2d 15h 49m
Two Volcano Sprint 2020,2020,8,Andrew Phillips,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,2d 16h 5m,3845,2d 16h 5m
Badlands 2020,2020,3,Óscar Pujol,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 18h 8m,3968,2d 18h 8m
Bohemia Divide 2020,2020,4,Stanislav Valdman,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 18h 9m,3969,2d 18h 9m
Transpyrenees 2020,2020,1,Oier Iturralde,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 19h 1m,4021,2d 19h 1m
Two Volcano Sprint 2020,2020,9,Adrien Liechti,SOLO,,MEN,FINISHED,Switzerland,TRADITIONAL_GEARED,2d 19h 14m,4034,2d 19h 14m
Dales Divide 2020,2020,17,Dave Winterborne,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 21h 40m,4180,2d 21h 40m
Dales Divide 2020,2020,18,Gary Tee,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 21h 44m,4184,2d 21h 44m
Badlands 2020,2020,2,Carlos Conesa,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 22h 0m,4200,2d 22h 0m
Two Volcano Sprint 2020,2020,10,Ana Orenz,SOLO,,WOMEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 22h 25m,4225,2d 22h 25m
Bohemia Divide 2020,2020,5,Ondřej Semerád,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 22h 41m,4241,2d 22h 41m
Transpyrenees 2020,2020,2,Christoph Fuhrbach,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,2d 22h 47m,4247,2d 22h 47m
Bohemia Divide 2020,2020,6,Miroslav Franěk,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,2d 22h 57m,4257,2d 22h 57m
Badlands 2020,2020,2,Miguel Ángel García,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,2d 22h 59m,4259,2d 22h 59m
Dales Divide 2020,2020,30,Glyn Thompson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 23h 6m,4266,2d 23h 6m
Bohemia Divide 2020,2020,7,David Granát,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 23h 12m,4272,2d 23h 12m
Race Around Rwanda 2020,2020,2,Rob Gardiner,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,2d 23h 13m,4273,2d 23h 13m
Dales Divide 2020,2020,19,Ken Woodhouse,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 23h 30m,4290,2d 23h 30m
Badlands 2020,2020,4,Ashley Dennis,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,2d 23h 31m,4291,2d 23h 31m
Badlands 2020,2020,5,Bruno Ferraro,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,3d 0h 6m,4326,3d 0h 6m
Two Volcano Sprint 2020,2020,11,Robbie Britton,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,3d 1h 38m,4418,3d 1h 38m
Dales Divide 2020,2020,32,Phil Shirley,SOLO,,MEN,FINISHED,United Kingdom,,3d 1h 52m,4432,3d 1h 52m
Two Volcano Sprint 2020,2020,12,Fanny Bensussan,SOLO,,WOMEN,FINISHED,France,TRADITIONAL_GEARED,3d 2h 0m,4440,3d 2h 0m
Two Volcano Sprint 2020,2020,13,Christoph Fuhrbach,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 2h 27m,4467,3d 2h 27m
Bohemia Divide 2020,2020,8,Petr Zítek,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 3h 1m,4501,3d 3h 1m
Race Around Rwanda 2020,2020,3,Niel Copeland,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,3d 3h 2m,4502,3d 3h 2m
Badlands 2020,2020,6,José Ángel Díaz,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 3h 3m,4503,3d 3h 3m
Transpyrenees 2020,2020,3,Joe Rass-Court,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,3d 4h 13m,4573,3d 4h 13m
Two Volcano Sprint 2020,2020,14,Max Riese,SOLO,,MEN,FINISHED,Austria,TRADITIONAL_GEARED,3d 4h 20m,4580,3d 4h 20m
Dales Divide 2020,2020,21,Mathieu Davy,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 5h 0m,4620,3d 5h 0m
Two Volcano Sprint 2020,2020,15,Robert Gardiner,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 5h 39m,4659,3d 5h 39m
Dales Divide 2020,2020,20,Chris Ellison,SOLO,,MEN,FINISHED,UK,,3d 5h 46m,4666,3d 5h 46m
Transpyrenees 2020,2020,4,Irvin Dedecker,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,3d 5h 48m,4668,3d 5h 48m
Dales Divide 2020,2020,31,Angela Walker,SOLO,,WOMEN,FINISHED,UK,,3d 5h 53m,4673,3d 5h 53m
Two Volcano Sprint 2020,2020,16,Bruno Ferraro,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,3d 6h 7m,4687,3d 6h 7m
Badlands 2020,2020,7,Stuart Birnie (Hippy),SOLO,,MEN,FINISHED,Australia,TRADITIONAL_GEARED,3d 6h 15m,4695,3d 6h 15m
Dales Divide 2020,2020,22,Craig Allen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 6h 47m,4727,3d 6h 47m
Transpyrenees 2020,2020,5,Simon De Schutter,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,3d 7h 1m,4741,3d 7h 1m
Dales Divide 2020,2020,23,Karen Price,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,3d 7h 3m,4743,3d 7h 3m
Two Volcano Sprint 2020,2020,17,Jörg-Ingo Scheffel,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 7h 8m,4748,3d 7h 8m
Dales Divide 2020,2020,24,Paul Blair,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 7h 30m,4770,3d 7h 30m
Transpyrenees 2020,2020,6,Bruno Ferraro,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,3d 7h 37m,4777,3d 7h 37m
Bohemia Divide 2020,2020,9,Lukáš Staněk,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 7h 47m,4787,3d 7h 47m
Bohemia Divide 2020,2020,9,Tomáš Pavlík,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 7h 47m,4787,3d 7h 47m
Transpyrenees 2020,2020,7,Benjamin Perez,SOLO,,MEN,FINISHED,Switzerland,TRADITIONAL_GEARED,3d 8h 17m,4817,3d 8h 17m
Badlands 2020,2020,8,Paulo Ferreira,SOLO,,MEN,FINISHED,Portugal,TRADITIONAL_GEARED,3d 8h 23m,4823,3d 8h 23m
