Event,Year,Overall Position,Rider,Race Style,Cap,Gender,Result,Nationality,Bike,Finish Time,Finish Time - Minutes,Notes
Transcontinental Race 2017,2017,50,Joan Carrillo,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 10h 39m,20799,14d 10h 39m
Bikepacking Trans Germany 2017,2017,7,Alex Larsen,SOLO,,MEN,FINISHED,Denmark,,14d 11h 12m,20832,
Bikepacking Trans Germany 2017,2017,8,Wolfgang Emer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 11h 17m,20837,
Transcontinental Race 2017,2017,51,Colin James,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 11h 22m,20842,14d 11h 22m
Transcontinental Race 2017,2017,52,Scott Wilkins,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 12h 22m,20902,14d 12h 22m
French Divide 2017,2017,38,Adrien Jacques,SOLO,,MEN,FINISHED,FRANCE,,14d 13h 36m,20976,
Transcontinental Race 2017,2017,53,Janis Viskers,SOLO,,MEN,FINISHED,Latvia,TRADITIONAL_GEARED,14d 14h 15m,21015,14d 14h 15m
French Divide 2017,2017,39,Philippe Hermant,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 14h 20m,21020,
Arizona Trail Race (750) 2017,2017,2,Arunas Vysniauskas,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 14h 30m,21030,
French Divide 2017,2017,40,Mauro Saltalamacchia,SOLO,,MEN,FINISHED,Italy,,14d 14h 34m,21034,
Transcontinental Race 2017,2017,54,Daniel Brayson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 14h 47m,21047,14d 14h 47m
Transcontinental Race 2017,2017,55,Bart Verheijen,SOLO,,MEN,FINISHED,NETHERLANDS,TRADITIONAL_GEARED,14d 15h 26m,21086,14d 15h 26m
Transcontinental Race 2017,2017,5,Joe Selby,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 16h 28m,21148,14d 16h 28m
Transcontinental Race 2017,2017,5,Jonny Gallimore,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 16h 28m,21148,14d 16h 28m
Transcontinental Race 2017,2017,56,Mao Pong ‘Steven’ Hon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 17h 23m,21203,14d 17h 23m
Transcontinental Race 2017,2017,57,Marin de Saint-Exupéry,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,14d 19h 45m,21345,14d 19h 45m
Transcontinental Race 2017,2017,58,Mikko Mäkipää,SOLO,,MEN,FINISHED,Finland,TRADITIONAL_GEARED,14d 19h 48m,21348,14d 19h 48m
Transcontinental Race 2017,2017,59,Alberto Vaghi,SOLO,,MEN,FINISHED,Italy,TRADITIONAL_GEARED,14d 22h 22m,21502,14d 22h 22m
Tour Divide 2017,2017,1,Brian Lucido,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 22h 50m,21530,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Transcontinental Race 2017,2017,60,Max Kraus,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,15d 1h 59m,21719,15d 1h 59m
Transcontinental Race 2017,2017,61,Jeff Liu,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 4h 52m,21892,15d 4h 52m
Arizona Trail Race (750) 2017,2017,3,Craig Fowler,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 5h 49m,21949,
Tour Divide 2017,2017,2,Josh Kato,SOLO,,MEN,FINISHED,USA,,15d 7h 36m,22056,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Bikepacking Trans Germany 2017,2017,9,Dieter Borsutzky,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 8h 0m,22080,
Bikepacking Trans Germany 2017,2017,10,Jakob Würffel,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 9h 43m,22183,
Tour Divide 2017,2017,—,Andrew Kulmatiski,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 10h 20m,22220,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Transcontinental Race 2017,2017,62,Oliver Monaghan-Coombs,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 11h 0m,22260,15d 11h 0m
Transcontinental Race 2017,2017,63,Paul Pritchard,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 11h 45m,22305,15d 11h 45m
Transcontinental Race 2017,2017,64,David Sherrington,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,15d 12h 33m,22353,15d 12h 33m
French Divide 2017,2017,41,Paulhiac Guillaume,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 13h 18m,22398,
Transcontinental Race 2017,2017,65,Hans-Jurgen Schmitz-Rech,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 16h 57m,22617,15d 16h 57m
French Divide 2017,2017,42,Huth Théo,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 17h 14m,22634,
Transcontinental Race 2017,2017,66,Ben Clay,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,15d 18h 13m,22693,15d 18h 13m
Transcontinental Race 2017,2017,67,Paula Regener,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,15d 18h 18m,22698,15d 18h 18m
Transcontinental Race 2017,2017,68,Avni Berk Okyay,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 18h 48m,22728,15d 18h 48m
Bikepacking Trans Germany 2017,2017,11,Martijn Raap,SOLO,,MEN,FINISHED,NETHERLANDS,,15d 19h 29m,22769,
Transcontinental Race 2017,2017,69,Turloch O’Siochain,SOLO,,MEN,FINISHED,Ireland,TRADITIONAL_GEARED,15d 19h 42m,22782,15d 19h 42m
Transcontinental Race 2017,2017,70,Mark Charles,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,15d 19h 50m,22790,15d 19h 50m
Transcontinental Race 2017,2017,71,Jean-Michel Rivoire,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 20h 25m,22825,15d 20h 25m
Transcontinental Race 2017,2017,72,Lea Meszarosova,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,15d 20h 54m,22854,15d 20h 54m
Transcontinental Race 2017,2017,73,Andrea Polo,SOLO,,WOMEN,FINISHED,Italy,TRADITIONAL_GEARED,15d 20h 54m,22854,15d 20h 54m
Transcontinental Race 2017,2017,74,Boarnici Florian Marius,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 21h 23m,22883,15d 21h 23m
Transcontinental Race 2017,2017,75,Lamri Adjis,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 21h 43m,22903,15d 21h 43m
Transcontinental Race 2017,2017,76,Andrea Galanti,SOLO,,WOMEN,FINISHED,Italy,TRADITIONAL_GEARED,15d 21h 52m,22912,15d 21h 52m
Transcontinental Race 2017,2017,77,Norbert Münch,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,16d 1h 16m,23116,16d 1h 16m
Transcontinental Race 2017,2017,78,Bertrand Nerincx,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 3h 50m,23270,16d 3h 50m
Transcontinental Race 2017,2017,79,Jakub Dvorak,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,16d 4h 50m,23330,16d 4h 50m
Transcontinental Race 2017,2017,80,Douglas Migden,SOLO,,MEN,FINISHED,USA,TRADITIONAL_GEARED,16d 6h 1m,23401,16d 6h 1m
Tour Divide 2017,2017,—,Jay Petervary,ITT,,MEN,FINISHED,USA,,16d 8h 33m,23553,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Bikepacking Trans Germany 2017,2017,12,Tim Volkmann,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 10h 57m,23697,
Transcontinental Race 2017,2017,81,Martin Tonkov,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 11h 2m,23702,16d 11h 2m
Transcontinental Race 2017,2017,82,Arron Hodder,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 12h 0m,23760,16d 12h 0m
Transcontinental Race 2017,2017,6,Leonidas Mathioudis,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 12h 46m,23806,16d 12h 46m
Transcontinental Race 2017,2017,6,Stylianos Kerkentzes,PAIR,,MEN,FINISHED,Greece,TRADITIONAL_GEARED,16d 12h 46m,23806,16d 12h 46m
Transcontinental Race 2017,2017,83,Denis Recazens,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 12h 54m,23814,16d 12h 54m
Transcontinental Race 2017,2017,84,Martian Cioana,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 13h 7m,23827,16d 13h 7m
Tour Divide 2017,2017,3,Ben Steurbaut,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 13h 28m,23848,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Transcontinental Race 2017,2017,85,Sergio López,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 13h 54m,23874,16d 13h 54m
Transcontinental Race 2017,2017,86,Fraser Hughes,SOLO,,MEN,FINISHED,US,TRADITIONAL_GEARED,16d 15h 0m,23940,16d 15h 0m
Transcontinental Race 2017,2017,87,Rui Rodrigues,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 15h 16m,23956,16d 15h 16m
TransAtlantic Way 2017,2017,44,Richard Thompson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 18h 33m,24153,
Transcontinental Race 2017,2017,88,Eric Kampherbeek,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 18h 55m,24175,16d 18h 55m
Transcontinental Race 2017,2017,89,Pete Robson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 20h 58m,24298,16d 20h 58m
Transcontinental Race 2017,2017,90,Craig Dolwin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 22h 26m,24386,16d 22h 26m
Transcontinental Race 2017,2017,7,Giorgio Zampedri,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 5h 9m,24789,17d 5h 9m
Transcontinental Race 2017,2017,7,Luciano Margoni,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 5h 9m,24789,17d 5h 9m
Transcontinental Race 2017,2017,91,Erik Ringqvist,SOLO,,MEN,FINISHED,Sweden,TRADITIONAL_GEARED,17d 6h 14m,24854,17d 6h 14m
Trans Am Bike Race 2017,2017,1,Evan Deutsch,SOLO,,MEN,FINISHED,USA,,17d 8h 58m,25018,
Tour Divide 2017,2017,4,Steve Halligan,SOLO,,MEN,FINISHED,Ireland,,17d 14h 1m,25321,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Transcontinental Race 2017,2017,8,Daniel Nicolas,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 14h 50m,25370,17d 14h 50m
Transcontinental Race 2017,2017,92,Enric Burgstaller,SOLO,,MEN,FINISHED,Andorra,TRADITIONAL_GEARED,17d 16h 56m,25496,17d 16h 56m
Transcontinental Race 2017,2017,93,Silviu Martin,SOLO,,MEN,FINISHED,Romania,TRADITIONAL_GEARED,17d 19h 2m,25622,17d 19h 2m
Transcontinental Race 2017,2017,94,Thomas Chateau,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,17d 23h 27m,25887,17d 23h 27m
Tour Divide 2017,2017,5,Rob Davidson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,18d 10h 53m,26573,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,2,Jon Lester,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,18d 12h 48m,26688,
Tour Divide 2017,2017,6,Bernhard Oser,SOLO,,MEN,FINISHED,Switzerland,,18d 18h 41m,27041,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,7,Nick Zylkowski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 3h 50m,27590,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,3,Janie Hayes,SOLO,,WOMEN,FINISHED,USA,,19d 7h 41m,27821,
Tour Divide 2017,2017,8,Ty Domin,SOLO,,MEN,FINISHED,Australia,,19d 8h 39m,27879,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,9,Thomas Hainisch,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 12h 58m,28138,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,4,Jose Bermudez,SOLO,,MEN,FINISHED,USA,,19d 15h 59m,28319,
Trans Am Bike Race 2017,2017,5,Michele Miani,SOLO,,MEN,FINISHED,Italy,,19d 15h 59m,28319,
Tour Divide 2017,2017,10,Peter Maindonald,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 17h 7m,28387,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,11,Nathan Mawkes,SOLO,,MEN,FINISHED,New Zealand,,19d 19h 9m,28509,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,6,Ken Ray,SOLO,,MEN,FINISHED,USA,,19d 20h 19m,28579,
Trans Am Bike Race 2017,2017,7,Ryszard Deneka,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 23h 28m,28768,
Tour Divide 2017,2017,12,Peter Kraft Jr,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 1h 41m,28901,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,8,Sofiane Sehili,SOLO,,MEN,FINISHED,UK,,20d 4h 47m,29087,
Tour Divide 2017,2017,13,Andy Stauffer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 6h 35m,29195,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Bikepacking Trans Germany 2017,2017,13,Klaus Meyer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 7h 33m,29253,Deviated from route
Bikepacking Trans Germany 2017,2017,13,Jaap Knegt,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 7h 33m,29253,Deviated from route
Trans Am Bike Race 2017,2017,9,Max Lippe,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 8h 14m,29294,
Trans Am Bike Race 2017,2017,10,Pim Ter Hennepe,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 15h 56m,29756,
Trans Am Bike Race 2017,2017,11,Michelangelo Pacifico,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 18h 49m,29929,
Tour Divide 2017,2017,14,Craig Fowler,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 18h 56m,29936,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,15,Miroslav Novak,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 18h 58m,29938,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,16,David Langley,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 18h 59m,29939,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,12,Michael Wacker,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,21d 9h 57m,30837,
Tour Divide 2017,2017,17,Brett Stepanik,SOLO,,MEN,FINISHED,,SINGLE_SPEED,21d 15h 57m,31197,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,18,Eddie O’Dea,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,21d 16h 5m,31205,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,13,Lukas Aufschlager,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,21d 21h 7m,31507,
Trans Am Bike Race 2017,2017,14,Stuart Birnie (Hippy),SOLO,,MEN,FINISHED,Australia,,22d 2h 45m,31845,
Tour Divide 2017,2017,19,Karl Bjorklund,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 5h 50m,32030,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,20,Bryan Bergstedt,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 7h 33m,32133,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,21,Mark Caminiti,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 10h 26m,32306,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,22,Tyler Ubinger,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 10h 56m,32336,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,23,Heath Wade,SOLO,,MEN,FINISHED,Australia,,22d 10h 57m,32337,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,24,Mike Kauffman,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 15h 33m,32613,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,25,Jeremy Kershaw,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 15h 44m,32624,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,26,Greg Thompson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 17h 1m,32701,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,27,Markéta Marvanová,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,22d 18h 4m,32764,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,28,Adam Záviška,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 18h 6m,32766,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,15,Amy Lippe,SOLO,,WOMEN,FINISHED,USA,,22d 21h 8m,32948,
Trans Am Bike Race 2017,2017,16,Anton Lindberg,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,22d 21h 10m,32950,
Tour Divide 2017,2017,29,Paul Lester,SOLO,,MEN,FINISHED,Australia,,22d 22h 55m,33055,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,17,Jack Peterson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,23d 0h 50m,33170,
Tour Divide 2017,2017,30,Timothy Nipper,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,23d 4h 48m,33408,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,18,Ryan Henry,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,23d 5h 6m,33426,
Trans Am Bike Race 2017,2017,19,Rod Staines,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,23d 7h 38m,33578,
Tour Divide 2017,2017,31,Roberto Gazzoli,SOLO,,MEN,FINISHED,Italy,,23d 8h 29m,33629,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,20,Rolf Moser,SOLO,,MEN,FINISHED,Switzerland,,23d 22h 47m,34487,
Tour Divide 2017,2017,32,Alex Cohen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 3h 49m,34789,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,1,Gregg Osborn,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 4h 6m,34806,
Trans Am Bike Race 2017,2017,1,Adam Osborn,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 4h 6m,34806,
Tour Divide 2017,2017,33,Colleen O’Neil,SOLO,,WOMEN,FINISHED,,SINGLE_SPEED,24d 5h 52m,34912,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,34,James MacPherson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 6h 50m,34970,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,21,Mitchell Potter,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 14h 28m,35428,
Trans Am Bike Race 2017,2017,22,Steven Moore,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 17h 47m,35627,
Tour Divide 2017,2017,35,Micah Cotton,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 19h 37m,35737,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,23,Matthias Rau,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 21h 58m,35878,
Trans Am Bike Race 2017,2017,24,Meaghan Hackinen,SOLO,,WOMEN,FINISHED,CANADA,,24d 22h 1m,35881,
Trans Am Bike Race 2017,2017,25,Nuno Lopes,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 23h 22m,35962,
Trans Am Bike Race 2017,2017,26,Brian Welsh,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,24d 23h 32m,35972,
Tour Divide 2017,2017,36,Bradley Ryan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 1h 51m,36111,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,—,Denise and Geof,SOLO,,MEN,FINISHED,,TANDEM,25d 7h 37m,36457,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,37,Matthew Bohn,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 14h 15m,36855,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,27,Oivind Erevik,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 14h 31m,36871,
Trans Am Bike Race 2017,2017,28,Danny Lockhart,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 16h 4m,36964,
Trans Am Bike Race 2017,2017,29,Kevin McClain,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 16h 5m,36965,
Tour Divide 2017,2017,38,Scott Lowry,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,25d 23h 8m,37388,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,30,Chris Stellato,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 8h 43m,37963,
Tour Divide 2017,2017,39,Jeff Sapp,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 13h 6m,38226,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,40,Keith Mollet,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 21h 29m,38729,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,31,Mike Robison,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 23h 30m,38850,
Tour Divide 2017,2017,41,Garrett Soldati,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 3h 28m,39088,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,42,Fay Cunningham,SOLO,,WOMEN,FINISHED,New Zealand,,27d 3h 30m,39090,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,32,Mike Benigni,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 11h 30m,39570,
Trans Am Bike Race 2017,2017,33,Russell Jones,SOLO,,MEN,FINISHED,UK,,27d 11h 42m,39582,
Trans Am Bike Race 2017,2017,34,Mark Croker,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 13h 44m,39704,
Tour Divide 2017,2017,43,Achim Dickmanns,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 21h 3m,40143,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,44,Christian Fritze,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 21h 7m,40147,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,45,Lynne Slivovsky,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,27d 21h 35m,40175,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,46,Angela D Paterna,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,27d 23h 8m,40268,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,47,Jim Reed,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 23h 8m,40268,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,48,Jere Mohr,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 23h 11m,40271,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,49,Richie Mattson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 23h 12m,40272,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,35,JJ Simon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,27d 23h 20m,40280,
Trans Am Bike Race 2017,2017,36,Clay Stark,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 1h 34m,40414,
Trans Am Bike Race 2017,2017,37,Russell Slater,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 2h 3m,40443,
Trans Am Bike Race 2017,2017,38,John Richardson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 2h 54m,40494,
Tour Divide 2017,2017,50,Alexis Guigue,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,28d 3h 35m,40535,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,51,Dana Rapp,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 3h 35m,40535,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,2,Laura Gara,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,28d 8h 13m,40813,
Trans Am Bike Race 2017,2017,2,Patrick Abrams,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 8h 13m,40813,
Trans Am Bike Race 2017,2017,39,Ben Greene,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 8h 14m,40814,
Trans Am Bike Race 2017,2017,40,Christopher Owen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 10h 50m,40970,
Trans Am Bike Race 2017,2017,41,Aaron Ehlers,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 10h 59m,40979,
Tour Divide 2017,2017,52,David Cordouan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 12h 1m,41041,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,53,Bobby Smith,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 12h 35m,41075,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,54,Billy Chilton,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 18h 38m,41438,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Tour Divide 2017,2017,55,Floris Spaander,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,28d 20h 46m,41566,"Koko Claims, Carson NF Detour (Hopewell Lake)"
Trans Am Bike Race 2017,2017,3,Alistair McGregor,PAIR,,MEN,FINISHED,UK,,28d 23h 23m,41723,
Trans Am Bike Race 2017,2017,3,Rebecca Harrison,PAIR,,WOMEN,FINISHED,UK,,28d 23h 23m,41723,
